article_id,published_et,market_date,primary_ticker,more_tickers,category,vix,sp500_mae_10d_pct,nasdaq_mae_10d_pct,title
6726,2025-06-19 16:35,2025-06-18,COHR,,real news,20.14,0.579,0.758,"Coherent Expands Factor Series Diode Pumps with Higher Power, Improved Efficiency, and New Wavelength Options"
6755,2025-06-20 17:27,2025-06-20,GOOG,GOOGL,real news,20.62,0.583,0.725,"Just As Tesla Lined Up Its Big Move, Waymo Went Bigger - Tesla (NASDAQ:TSLA)"
6786,2025-06-23 16:24,2025-06-23,NVDA,,real news,19.83,0.58,0.7,Nvidia's Best Chips May Be Powering China's Military—Via DeepSeek - NVIDIA (NASDAQ:NVDA)
6789,2025-06-23 18:59,2025-06-23,AMZN,,real news,19.83,0.58,0.7,Amazon's Prime Day Secret Weapon? Lipstick And Luxury - Amazon.com (NASDAQ:AMZN)
6808,2025-06-24 11:14,2025-06-24,AMZN,MSFT,real news,17.48,0.681,0.812,Microsoft's AI Gets $80 Billion—While Pink Slips Print By The Thousand - Microsoft (NASDAQ:MSFT)
6809,2025-06-24 13:46,2025-06-24,PLTR,,real news,17.48,0.681,0.812,"Palantir Buys Into Flying Startup- Nano-Cap Stock Took Off - Palantir Technologies (NASDAQ:PLTR), Surf Ai"
6812,2025-06-25 00:01,2025-06-25,NOK,,real news,16.76,0.63,0.779,Verizon Business wins multisite private 5G contract fueling a multibillion dollar regeneration project
6824,2025-06-25 05:37,2025-06-25,NOK,,real news,16.76,0.63,0.779,"Verizon Teams Up With Nokia To Bring High-Tech 5G Boost To Busy British Ports - Nokia (NYSE:NOK), Verizon"
6857,2025-06-25 17:29,2025-06-25,MU,,real news,16.76,0.63,0.779,Micron Earnings: Rocketing AI Demand | The Motley Fool
6852,2025-06-26 03:00,2025-06-26,NOK,,real news,16.59,0.68,0.826,Nokian henkilöstöjohtaja Lorna Gibb jättää yhtiön
6854,2025-06-26 03:00,2025-06-26,NOK,,real news,16.59,0.68,0.826,"Chief People Officer, Lorna Gibb to leave Nokia"
6865,2025-06-26 06:00,2025-06-26,IBM,MSFT|ORCL|CDNS,real news,16.59,0.68,0.826,The Eclipse Foundation’s Jakarta EE Working Group Announces Jakarta EE 11 Release
6873,2025-06-26 08:00,2025-06-26,CARR,CORZ|GEV,real news,16.59,0.68,0.826,AirJoule Technologies Announces Two New Appointments to its Board of Directors
6874,2025-06-26 08:00,2025-06-26,APLD,,real news,16.59,0.68,0.826,Hyperscale Data Highlights AI Infrastructure Growth and Corporate Transition in Stockholder Letter
6892,2025-06-26 16:15,2025-06-26,AMZN,META|ESTC,real news,16.59,0.68,0.826,Amazon Loses Top AI Leader In High-Stakes Talent Shuffle - Amazon.com (NASDAQ:AMZN)
6898,2025-06-26 23:30,2025-06-26,AMD,,real news,16.59,0.68,0.826,Crusoe Introduces Crusoe Spark: Modular AI Data Centers for Scalable Edge Computing
6928,2025-06-27 14:43,2025-06-27,NVDA,,real news,16.32,0.69,0.855,Nvidia Is Acquiring Its Way Into AI - NVIDIA (NASDAQ:NVDA)
6980,2025-06-30 09:17,2025-06-30,HPE,,real news,16.73,0.626,0.772,Why Is Hewlett Packard Stock Soaring On Monday? - Hewlett Packard (NYSE:HPE)
6989,2025-06-30 14:28,2025-06-30,MSFT,,real news,16.73,0.626,0.772,Tevogen CEO Contributes to Build-Out and First-Year Operations of New Headquarters
7016,2025-07-02 01:19,2025-07-02,ADBE,GOOG|GOOGL|MSFT,real news,16.64,0.494,0.705,"Figma Targets Wall Street Debut After $20 Billion Adobe Deal Collapse - Adobe (NASDAQ:ADBE), Salesforce ("
7037,2025-07-02 13:02,2025-07-02,ADBE,,real news,16.64,0.494,0.705,"Figma's Crypto Playbook Revealed Ahead Of IPO: $69 Million In Bitcoin ETFs, $30 Million More Coming Soon"
7047,2025-07-03 00:38,2025-07-03,ADI,,real news,16.38,0.571,0.794,Bond Introduces World's First Perpetual Smart Ring with Patent-Pending LifeDrive System
7068,2025-07-03 16:33,2025-07-03,ADBE,,real news,16.38,0.571,0.794,JCPal Unveils Award-Winning Range of Shortcut Keyboards for Creative Professionals
7120,2025-07-07 01:00,2025-07-07,NOK,,real news,17.79,0.592,0.835,"Indosat Ooredoo Hutchison and Nokia partner to reduce energy demand and support AI-powered, sustainable operations"
7134,2025-07-07 11:49,2025-07-07,CSCO,NVDA|EQIX|META,real news,17.79,0.592,0.835,Nvidia's AI Chip Rival Groq Launches First European Data Center - NVIDIA (NASDAQ:NVDA)
7133,2025-07-07 12:49,2025-07-07,CORZ,,real news,17.79,0.592,0.835,"CoreWeave, Core Scientific Shares Move Lower On $9 Billion All-Stock Deal - Core Scientific (NASDAQ:CORZ)"
7164,2025-07-08 08:30,2025-07-08,GFS,,real news,16.81,0.499,0.744,GlobalFoundries to Acquire MIPS to Accelerate AI and Compute Capabilities - GLOBALFOUNDRIES (NASDAQ:GFS)
7180,2025-07-08 22:10,2025-07-08,AMZN,,real news,16.81,0.499,0.744,Jeff Bezos Offloads Nearly $666 Million In Amazon Stock — Adds To Post-Wedding Sell-Off Streak - Amazon.c
7191,2025-07-09 08:00,2025-07-09,MSFT,,real news,15.94,0.449,0.695,Resilinc Launches Agentic AI for Supply Chain Risk and Compliance Built on Microsoft Azure
7195,2025-07-09 08:35,2025-07-09,AMZN,MSFT|GOOGL,real news,15.94,0.449,0.695,AES Surges Premarket on Sale Talks—A Rare Value in Renewable Infrastructure
7194,2025-07-09 09:00,2025-07-09,AMZN,CSCO|ADBE,real news,15.94,0.449,0.695,Aisera and AWS Sign Strategic Collaboration Agreement to Accelerate Autonomous AI Adoption
7193,2025-07-09 09:00,2025-07-09,GOOG,GOOGL,real news,15.94,0.449,0.695,"Ria Money Transfer and Xe Join Forces with Google to Collaborate on Seamless, Cross-Border Money Transfers"
7211,2025-07-10 04:00,2025-07-10,MSFT,,real news,15.78,0.471,0.673,"TSplus Announces Strategic Partnership with ImsCloud to Deliver Secure, Accessible Cloud Solutions to French IT Resellers"
7222,2025-07-10 05:30,2025-07-10,GOOG,GOOGL|MSFT,real news,15.78,0.471,0.673,"Docker Brings Agentic Apps to Life with New Compose Support, Cloud Offload, and Partner Integrations"
7249,2025-07-11 04:00,2025-07-11,NVDA,QCOM,real news,16.4,0.428,0.598,XPENG Opens Order Books for All-New Smart Coupe SUV G6 and Smart Premium SUV G9 in Europe
7319,2025-07-14 03:00,2025-07-14,GOOG,GOOGL|NOK,real news,17.2,0.398,0.572,"Nokia network APIs now available on Google Cloud Marketplace, making it even easier for developers to utilize"
7330,2025-07-14 06:59,2025-07-14,APLD,,real news,17.2,0.398,0.572,"Hyperscale Data Reduces Debt by Over $20 Million, Strengthens Balance Sheet Ahead of Planned Michigan AI Data Center Expansion"
7335,2025-07-14 09:00,2025-07-14,NOK,,real news,17.2,0.398,0.572,"Nokia to deploy private 5G network for Memphis Light, Gas and Water's grid modernization initiative"
7362,2025-07-15 00:28,2025-07-15,HPE,,real news,17.38,0.393,0.543,WatchGuard Technologies Names Frédéric Saint-Joigny as Vice President of EMEA Sales
7371,2025-07-15 05:00,2025-07-15,GOOG,GOOGL,real news,17.38,0.393,0.543,Verse8 Officially Launches: AI-Powered Game Platform Opens to Players and Creators
7374,2025-07-15 07:00,2025-07-15,EQIX,,real news,17.38,0.393,0.543,Accelsius Brings NeuCool™ to Equinix’s Co-Innovation Facility in Ashburn
7373,2025-07-15 09:00,2025-07-15,AMD,ANET|HPE|INTC|AVGO|PWR,real news,17.38,0.393,0.543,Broadcom Ships Tomahawk Ultra: Reimagining the Ethernet Switch for HPC and AI Scale-up
7377,2025-07-15 10:00,2025-07-15,MSFT,SNOW,real news,17.38,0.393,0.543,Cyberlocke Launches CDIE Framework to Simplify Large-Scale Cloud Data Ingestion
7386,2025-07-15 12:07,2025-07-15,CORZ,NVDA|NBIS|MSFT,real news,17.38,0.393,0.543,"CoreWeave Makes AI Bet Ahead Of $9B Core Scientific Deal - Core Scientific (NASDAQ:CORZ), CoreWeave (NASD"
7392,2025-07-15 14:24,2025-07-15,AVGO,NVDA,real news,17.38,0.393,0.543,Can Broadcom’s New Switch Justify Its AI-Driven Premium Valuation?
7393,2025-07-15 16:15,2025-07-15,POWL,,real news,17.38,0.393,0.543,Powell Industries Announces Agreement to Acquire Remsdaq Ltd. - Powell Industries (NASDAQ:POWL)
7394,2025-07-15 16:58,2025-07-15,IBM,,real news,17.38,0.393,0.543,Brand Engagement Network Appoints Janine Grasso as Interim CEO
7399,2025-07-16 01:00,2025-07-16,ASML,IBM,real news,17.16,0.423,0.487,ASML reports €7.7 billion total net sales and €2.3 billion net income in Q2 2025
7408,2025-07-16 08:00,2025-07-16,PANW,,real news,17.16,0.423,0.487,1PointFive Announces Carbon Removal Credit Agreement with Palo Alto Networks
7419,2025-07-16 10:53,2025-07-16,ETN,,real news,17.16,0.423,0.487,Eaton's Latest Acquisition To Modernize EV Charging Infrastructure - Eaton Corp (NYSE:ETN)
7429,2025-07-16 17:06,2025-07-16,META,,real news,17.16,0.423,0.487,Scale AI Slashes 14% Of Workforce After Meta's $14 Billion Investment - Meta Platforms (NASDAQ:META)
7435,2025-07-16 19:09,2025-07-16,NVDA,,real news,17.16,0.423,0.487,Nvidia Reloads China — Jensen's Pitch: Let Me Sell The Good Stuff - NVIDIA (NASDAQ:NVDA)
7498,2025-07-18 12:36,2025-07-18,MSFT,,real news,16.41,0.367,0.37,Tevogen.AI Receives International Patent Publication for AI Technology Predicting Immunologically Active Peptides
7578,2025-07-21 13:03,2025-07-21,NVDA,,real news,16.65,0.312,0.316,"Nvidia's CEO Hits Beijing Like A Rockstar, Stirs Jensen-Mania In China - NVIDIA (NASDAQ:NVDA)"
7582,2025-07-21 19:14,2025-07-21,ORCL,,real news,16.65,0.312,0.316,$500 Billion Stumble: SoftBank–OpenAI's Massive AI Vision Faces Setbacks - Oracle (NYSE:ORCL)
7583,2025-07-21 21:53,2025-07-21,LNVGY,NVDA,real news,16.65,0.312,0.316,WeRide משתפת פעולה עם Lenovo בהשקת פלטפורמת HPC 3.0 מלאה ברמת הדרישות של תעשיית הרכב על בסיס על בסיסי שבבי DRIVE AGX Thor של NVIDIA
7597,2025-07-22 07:00,2025-07-22,MPWR,,real news,16.5,0.307,0.352,ECARX and Monolithic Power Systems Form Strategic Partnership to Accelerate Deployment of Global Automotive Intelligence and Robotics Solutions
7602,2025-07-22 10:00,2025-07-22,AMZN,,real news,16.5,0.307,0.352,"DoseSpot Collaborates with Amazon Pharmacy to Improve Prescription Medication Pricing Transparency, Give Patients More Fulfillment Options"
7610,2025-07-22 12:00,2025-07-22,NOK,,real news,16.5,0.307,0.352,Inside Information: Nokia lowers 2025 operating profit guidance due to currency
7608,2025-07-22 12:00,2025-07-22,CSCO,,real news,16.5,0.307,0.352,"Carahsoft Authorized as Cisco Public Sector Distributor, Delivering Comprehensive Networking and Security Solutions"
7611,2025-07-22 12:00,2025-07-22,NOK,,real news,16.5,0.307,0.352,Sisäpiiritieto: Nokia alentaa koko vuoden 2025 liikevoiton näkymiään valuuttakurssien vuoksi
7656,2025-07-23 12:00,2025-07-23,HPQ,,real news,15.37,0.333,0.319,Hybrid Software Group: 2025 Interim Report
7661,2025-07-23 12:13,2025-07-23,AMZN,META,real news,15.37,0.333,0.319,"Amazon Buys Into AI Wearables: Meet Bee, The Company That Listens And Records Your Conversations - Amazon"
7663,2025-07-23 14:46,2025-07-23,STX,,real news,15.37,0.333,0.319,Leil Storage kündigt HAMR-Unterstützung für SaunaFS an und ermöglicht größere Speicherkapazitäten für On-Premises-Bereitstellungen
7674,2025-07-23 16:08,2025-07-23,IBM,,real news,15.37,0.333,0.319,IBM RELEASES SECOND-QUARTER RESULTS - IBM (NYSE:IBM)
7670,2025-07-23 17:00,2025-07-23,NVDA,,real news,15.37,0.333,0.319,Digi Power X Announces Closing of $15 Million Registered Direct Offering of Common Stock
7703,2025-07-24 12:47,2025-07-24,FLEX,,real news,15.39,0.308,0.327,Root Brands Leads the Way in Accepting HSA and FSA Funds for Natural Supplements
7711,2025-07-24 16:30,2025-07-24,STM,,real news,15.39,0.308,0.327,STMicroelectronics to strengthen position in sensors with acquisition of NXP's MEMS sensors business - N
7721,2025-07-24 22:27,2025-07-24,AMZN,,real news,15.39,0.308,0.327,Nasdaq Q2 Revenue Jumps 13 Percent | The Motley Fool
7737,2025-07-25 11:13,2025-07-25,AVGO,,real news,14.93,0.315,0.329,Broadcom’s $61 Billion VMware Deal Faces EU Court Challenge - Broadcom (NASDAQ:AVGO)
7744,2025-07-25 15:30,2025-07-25,NVDA,,real news,14.93,0.315,0.329,VCI Global Launches SecureGPU™ – First Encrypted AI Compute Server for Sovereign and Defense Applications
7770,2025-07-26 11:42,2025-07-25,LNVGY,,real news,14.93,0.315,0.329,"WeRide Wins Permit for Autonomous Robotaxi Service in Shanghai, Partnering with Chery to Revolutionize Urban Mobility"
7803,2025-07-28 08:22,2025-07-28,MSFT,,real news,15.03,0.298,0.336,"RWE Taps Infosys To Revamp Workplace Tech, Boost Efficiency - Infosys (NYSE:INFY)"
7805,2025-07-28 09:00,2025-07-28,AMZN,,real news,15.03,0.298,0.336,"Ex-Amazon, Coinbase engineers launch Drizz with $2.7M for Vision AI mobile app testing agent"
7802,2025-07-28 09:00,2025-07-28,IBM,MSFT|ORCL|SNOW,real news,15.03,0.298,0.336,Varonis Introduces Next-Gen Database Activity Monitoring
7827,2025-07-28 12:02,2025-07-28,GOOG,GOOGL,real news,15.03,0.298,0.336,Alphabet Posts 14% Revenue Gain in Q2 | The Motley Fool
7811,2025-07-28 12:22,2025-07-28,TSM,,real news,15.03,0.298,0.336,Taiwan Semiconductor Stock Slips As Samsung Scores $16.5 Billion Tesla Chip Deal - Taiwan Semiconductor (
7820,2025-07-28 18:18,2025-07-28,CLS,,real news,15.03,0.298,0.336,"Celestica Stock Surges On Q2 Earnings Beat, Company Raises 2025 Outlook On 'Strengthening' Demand - Celes"
7831,2025-07-29 05:34,2025-07-29,IBM,,real news,15.98,0.282,0.356,Datavault AI Debuts Enterprise Commercialization for AI Agents Built with IBM watsonx for AI-Powered Data Monetization
7833,2025-07-29 05:48,2025-07-29,MSFT,,real news,15.98,0.282,0.356,"Lucinity Launches AI-Native Customer 360, Powered by Agentic AI"
7837,2025-07-29 08:00,2025-07-29,AMD,,real news,15.98,0.282,0.356,Teramount raises $50M to address growing demand for AI infrastructure optical connectivity
7841,2025-07-29 09:00,2025-07-29,LRCX,ONTO|UMC,real news,15.98,0.282,0.356,Multibeam Secures $31 Million in Series B Financing to Accelerate Global Deployment of E-Beam Lithography Production Solutions
7864,2025-07-29 12:21,2025-07-29,HUBB,,real news,15.98,0.282,0.356,Hubbell Posts 11 Percent EPS Jump in Q2 | The Motley Fool
7866,2025-07-29 18:30,2025-07-29,IBM,,real news,15.98,0.282,0.356,Datavault AI Debuts Enterprise Commercialization for AI Agents Built with IBM watsonx for AI-Powered Data Monetization
7880,2025-07-30 08:00,2025-07-30,DDOG,GOOG|GOOGL,real news,15.48,0.261,0.345,Retab raises $3.5M and launches most powerful document AI platform on the market
7883,2025-07-30 10:00,2025-07-30,AMD,NVDA,real news,15.48,0.261,0.345,RAVEL Expands Its Orchestrate AI Software and Launches New Turnkey AI Workload Solution Pre-Configured for Supermicro Systems to Accelerate AI Adoption
7897,2025-07-30 11:49,2025-07-30,PANW,,real news,15.48,0.261,0.345,Palo Alto Networks Stock Is Falling Today: What's Going On? - Palo Alto Networks (NASDAQ:PANW)
7893,2025-07-30 12:00,2025-07-30,MDB,,real news,15.48,0.261,0.345,"Augment Code Launches Easy MCP: One-Click Integration With CircleCI, MongoDB, Redis, Sentry, and Stripe"
7898,2025-07-30 15:00,2025-07-30,NVDA,,real news,15.48,0.261,0.345,Astrocade Rolls Out AI Agent-Powered Game Creation Experience; Opening the Door for Everyone to Create - and Remix - Games in minutes
7904,2025-07-30 18:00,2025-07-30,SIMO,,real news,15.48,0.261,0.345,"Silicon Motion Announces Results for the Period Ended June 30, 2025"
7908,2025-07-30 19:00,2025-07-30,NOK,,real news,15.48,0.261,0.345,Optus partners with Nokia to strengthen reliability of Voice with cloud-native solution supporting the deployment of new 5G enhanced voice services
7915,2025-07-31 04:00,2025-07-31,NVDA,LNVGY,real news,16.72,0.237,0.274,"WeRide Accelerates Global Growth, Robotaxi Revenue Grew 836.7%"
7981,2025-08-01 06:02,2025-08-01,EQIX,,real news,20.38,0.394,0.492,Equinix (EQIX) Q2 EPS Jumps 19% | The Motley Fool
8004,2025-08-01 14:33,2025-08-01,META,,real news,20.38,0.394,0.492,Innodata Lifts 2025 Growth Outlook | The Motley Fool
8009,2025-08-01 15:20,2025-08-01,NVDA,,real news,20.38,0.394,0.492,AEye (LIDR) Q2 Loss Narrows 61% | The Motley Fool
8002,2025-08-01 17:09,2025-08-01,STM,META|GLW,real news,20.38,0.394,0.492,CORRECTION – Sony Joins the AR Alliance to Advance the Future of Augmented Reality Wearable Devices
8015,2025-08-02 03:31,2025-08-01,ORCL,,real news,20.38,0.394,0.492,Bloom Energy (BE) Q2 Revenue Jumps 20% | The Motley Fool
8046,2025-08-04 07:00,2025-08-04,ON,,real news,17.52,0.527,0.65,onsemi Powers Xiaomi’s YU7 Electric SUV Line-Up
8067,2025-08-04 17:00,2025-08-04,AMD,,real news,17.52,0.527,0.65,Arteris To Provide FlexGen Smart NoC IP In Next-Generation AMD AI Chiplet Designs
8068,2025-08-04 17:00,2025-08-04,ANET,AVGO,real news,17.52,0.527,0.65,"Broadcom Ships Jericho4, Enabling Distributed AI Computing Across Data Centers"
8084,2025-08-04 20:29,2025-08-04,AMAT,ASML|ICHR|LRCX,real news,17.52,0.527,0.65,Ichor (ICHR) Q2 Revenue Jumps 18% | The Motley Fool
8077,2025-08-04 21:00,2025-08-04,NOK,,real news,17.52,0.527,0.65,Nokia selected by Empyrion Digital to power KR1 Gangnam Data Center connectivity
8097,2025-08-05 09:00,2025-08-05,ORCL,,real news,17.85,0.576,0.676,Skydance Media Announces Full Slate of Board Designees for Paramount
8099,2025-08-05 09:00,2025-08-05,ORCL,,real news,17.85,0.576,0.676,Skydance Media Announces Full Slate of Board Designees for Paramount
8119,2025-08-05 14:00,2025-08-05,IBM,INTC|ORCL,real news,17.85,0.576,0.676,Infoblox Appoints Joshua Husk as Chief Revenue Officer to Accelerate Global Growth
8120,2025-08-05 14:32,2025-08-05,MSFT,,real news,17.85,0.576,0.676,Tevogen.AI Expands Collaboration With Databricks and Microsoft to Build the Beta Version of Its PredicTcell™ Model With a Focus on Oncology
8152,2025-08-06 03:26,2025-08-06,STM,,real news,16.77,0.568,0.736,Atomera (ATOM) Q2 Loss Widens 6% | The Motley Fool
8143,2025-08-06 05:57,2025-08-06,ORCL,MSFT,real news,16.77,0.568,0.736,"Quest Software Adds Executive Heavyweights to Drive AI Innovation, Growth, and Strengthen Execution"
8144,2025-08-06 06:45,2025-08-06,GOOG,GOOGL,real news,16.77,0.568,0.736,Brookfield Asset Management Announces Strong Second Quarter Results
8147,2025-08-06 09:00,2025-08-06,AMZN,CSCO|ADBE,real news,16.77,0.568,0.736,Aisera Launches Unify - The AI Industry’s First Open Architecture for Multi-Agent Orchestration
8158,2025-08-06 13:00,2025-08-06,NOW,MSFT,real news,16.77,0.568,0.736,Built with Now: Staffbase announces integration with ServiceNow to deliver seamless digital employee experience
8161,2025-08-06 15:59,2025-08-06,MSFT,,real news,16.77,0.568,0.736,Tevogen Sees Significant Institutional Ownership Growth; 73% of Holders Increase Positions
8176,2025-08-06 23:18,2025-08-06,MKSI,,real news,16.77,0.568,0.736,Mks (MKSI) Q2 Revenue Jumps 9.7% | The Motley Fool
8196,2025-08-07 09:28,2025-08-07,DDOG,,real news,16.57,0.573,0.753,Datadog (DDOG) Q2 Revenue Jumps 28% | The Motley Fool
8197,2025-08-07 20:58,2025-08-07,NVDA,,real news,16.57,0.573,0.753,Cloudera Data Services 将私有 AI 引入数据中心
8217,2025-08-08 10:00,2025-08-08,PLAB,,real news,15.15,0.609,0.827,Photronics Extends Capability with the First Installation of a Merchant Multi-beam Mask Writer in the United States
8219,2025-08-08 10:30,2025-08-08,CORZ,,real news,15.15,0.609,0.827,"Two Seas Capital Opposes Core Scientific–CoreWeave Merger, Calls Deal Undervalued, Risky For Shareholders"
8290,2025-08-11 11:00,2025-08-11,CSCO,DELL|HPE|LNVGY|SMCI|NVDA|PWR,real news,16.25,0.626,0.824,NVIDIA RTX PRO Servers With Blackwell Coming to World’s Most Popular Enterprise Systems
8340,2025-08-12 09:01,2025-08-12,GOOG,GOOGL,real news,14.73,0.706,0.924,"Epic Games Wins Partial Victory Against Apple, Google In Australian Court: What Happened? - Apple (NASDAQ"
8344,2025-08-12 09:19,2025-08-12,HUBB,,real news,14.73,0.706,0.924,Hubbell Expands Grid Infrastructure Capabilities With DMC Power Deal - Hubbell (NYSE:HUBB)
8368,2025-08-12 17:32,2025-08-12,AMD,AVGO|NVDA,real news,14.73,0.706,0.924,Stock Market Today: Nvidia Hits New High as U.S. Strikes Revenue-Sharing Deal on China Chip Sales | The Motley Fool
8365,2025-08-13 04:00,2025-08-13,MSFT,NVDA,real news,14.49,0.728,0.924,Inworld Runtime: The first AI runtime for consumer applications
8384,2025-08-13 13:41,2025-08-13,IBM,SNOW|MSFT|ORCL|MDB,real news,14.49,0.728,0.924,Striim Announces 5.2 - Major Release adds new AI Agents for Predictive Analytics and Vector generation for building novel Gen AI Enterprise Applications with real-time Intelligence
8395,2025-08-13 16:01,2025-08-13,COHR,,real news,14.49,0.728,0.924,Coherent Announces Agreement to Sell Aerospace and Defense Business to Advent for $400 Million - Coherent
8404,2025-08-13 16:33,2025-08-13,GEV,,real news,14.49,0.728,0.924,AirJoule Beats Q2 EPS With No Revenue | The Motley Fool
8405,2025-08-13 18:23,2025-08-13,COHR,,real news,14.49,0.728,0.924,Coherent Posts Record Q4 Revenue | The Motley Fool
8407,2025-08-13 18:26,2025-08-13,ASX,,real news,14.49,0.728,0.924,Ainos Posts Wider Loss in Fiscal Q2 | The Motley Fool
8411,2025-08-14 08:00,2025-08-14,GFS,,real news,14.83,0.691,0.921,GlobalFoundries Completes Acquisition of MIPS
8430,2025-08-14 09:04,2025-08-14,MSFT,,real news,14.83,0.691,0.921,Csp Posts 18 Percent Revenue Gain in Q3 | The Motley Fool
8421,2025-08-14 09:20,2025-08-14,MRVL,,real news,14.83,0.691,0.921,Infineon successfully completes acquisition of Marvell's Automotive Ethernet business - INFINEON TECHS AG
8434,2025-08-14 12:30,2025-08-14,AMZN,SMCI,real news,14.83,0.691,0.921,Amazon: Aggressive Grocery Expansion Puts Walmart+ on the Defensive | Investing.com
8436,2025-08-14 18:29,2025-08-14,NVDA,SMCI,real news,14.83,0.691,0.921,"Digi Power X Reports Solid Mid-Year Financial Position, Removal of ‘Going Concern’ Risk and Positive Adjusted EBITDA in Q2 2025"
8450,2025-08-15 06:00,2025-08-15,GLW,,real news,15.09,0.55,0.738,T1 Energy and Corning Deal Accelerates ‘Made in America’ Solar Momentum
8463,2025-08-15 12:55,2025-08-15,ASX,TSM,real news,15.09,0.55,0.738,InspireSemi Provides Business Update and Announces Private Placement
8549,2025-08-19 01:34,2025-08-19,META,,real news,15.57,0.404,0.627,"Salesforce Bets Big On 'Agentic AI,' Acquires Regrello To End Manual Work, Enable AI-Powered Automations"
8585,2025-08-19 16:36,2025-08-19,KEYS,,real news,15.57,0.404,0.627,Keysight Revenue Jumps 11% in Fiscal Q3 | The Motley Fool
8580,2025-08-19 17:43,2025-08-19,AMZN,META,real news,15.57,0.404,0.627,AI Startup ChatBlu Secures $500K in Pre-Seed Funding to Automate Inventory for Online Retailers
8586,2025-08-20 00:30,2025-08-20,NOK,,real news,15.69,0.354,0.572,Nokia and Netplus deliver advanced IPTV services for enhanced customer experience in India
8598,2025-08-20 06:00,2025-08-20,GLW,CDNS,real news,15.69,0.354,0.572,T1 Energy Reports Second Quarter 2025 Results
8604,2025-08-20 07:00,2025-08-20,NVDA,,real news,15.69,0.354,0.572,Bitget Debuts First-Ever RWA Index Perpetuals Featuring Major Real-World Assets
8608,2025-08-20 09:00,2025-08-20,MSFT,ASML,real news,15.69,0.354,0.572,"Gradle, Inc. Releases Develocity 360 to Boost Toolchain Observability for GenAI Software Delivery"
8612,2025-08-20 09:27,2025-08-20,EQIX,NVDA|MSFT,real news,15.69,0.354,0.572,Quantum Computing Could Break the Internet. Some Are Already Building the Fix - Equinix (NASDAQ:EQIX)
8631,2025-08-21 04:00,2025-08-21,NOK,,real news,16.6,0.386,0.572,Nokia and INX-ZA future-proof internet connectivity for South Africa’s digital communities
8661,2025-08-22 04:13,2025-08-22,GOOG,GOOGL|MSFT,real news,14.22,0.461,0.662,OpenAI Expands Into 2nd-Largest Market With India Office Launch After Introducing $4.60 ChatGPT Go Subscr
8758,2025-08-25 06:00,2025-08-25,CSCO,NVDA|STM|INTC,real news,14.79,0.486,0.654,Xscape Photonics and Tower Semiconductor Unveil the Industry’s First Optically Pumped On-Chip Multi-Wavelength Laser Platform for AI Datacenter Fabrics
8768,2025-08-25 10:00,2025-08-25,NVDA,,real news,14.79,0.486,0.654,"Crusoe Expands Iceland Data Center Capacity with atNorth, Secures $175M Credit Facility from Victory Park Capital"
8772,2025-08-25 11:00,2025-08-25,AMZN,NVDA|META,real news,14.79,0.486,0.654,"NVIDIA Blackwell-Powered Jetson Thor Now Available, Accelerating the Age of General Robotics"
8792,2025-08-25 18:03,2025-08-25,WOLF,,real news,14.79,0.486,0.654,Wolfspeed Posts 2% Revenue Drop in Q4 | The Motley Fool
8791,2025-08-26 05:21,2025-08-26,AMD,NVDA,real news,14.62,0.421,0.56,"Mohammed bin Salman-Backed Humain Begins Building 100MW AI Data Centers With Nvidia, AMD's Latest Chips -"
8798,2025-08-26 09:00,2025-08-26,TSM,NVDA|PWR|CDNS|SNPS|CSCO|DELL|HPE|LNVGY|NBIS,real news,14.62,0.421,0.56,Industry Leaders Transform Enterprise Data Centers for the AI Era With NVIDIA RTX PRO Servers
8803,2025-08-26 12:00,2025-08-26,ORCL,,real news,14.62,0.421,0.56,DTEX Appoints Mike Price as Chief Revenue Officer to Accelerate Global Growth of AI-Driven Insider Risk and Data Security Solutions
8804,2025-08-26 13:00,2025-08-26,AVGO,,real news,14.62,0.421,0.56,Broadcom Selected as Strategic Vendor for Virtualization Software Solutions for Walmart
8808,2025-08-26 14:00,2025-08-26,GOOG,GOOGL,real news,14.62,0.421,0.56,SMX Partners with Google Public Sector to Launch Pilot Program for AI-Driven Intelligence
8817,2025-08-26 17:17,2025-08-26,AMZN,GOOG|GOOGL,real news,14.62,0.421,0.56,Sabio Reports 25% YoY Revenue Growth in Q2 2025 with Record Second Quarter and First-Half Revenues - SABI
8833,2025-08-27 07:00,2025-08-27,PLAB,,real news,14.85,0.41,0.566,Photronics Reports Third Quarter Fiscal 2025 Financial Results
8845,2025-08-27 11:00,2025-08-27,AMBA,NVDA|QCOM,real news,14.85,0.41,0.566,AVCC and MLCommons Release New MLPerf Automotive v0.5 Benchmark Results
8864,2025-08-27 17:01,2025-08-27,HPQ,,real news,14.85,0.41,0.566,HP Posts 3% Revenue Gain in Fiscal Q3 | The Motley Fool
8891,2025-08-28 08:00,2025-08-28,MCHP,,real news,14.43,0.444,0.619,"Easily Integrate Position, Navigation and Timing Technology With Microchip’s Portfolio of GNSS Disciplined Oscillator Modules"
8903,2025-08-28 12:00,2025-08-28,QCOM,,real news,14.43,0.444,0.619,VoxelSensors to Advance Next-Generation Depth Sensing Technology with 10x Power Savings for XR Applications
8927,2025-08-28 17:34,2025-08-28,AMBA,,real news,14.43,0.444,0.619,Ambarella Lifts 2026 Outlook on AI Surge | The Motley Fool
