id,header,Human_GT-manual,Act_GT,new_category GT,Current-in-DB,News/Not Flash-lite,News/Not Flash,Flash-lite only,Flash only,url_link
14421,"JPMorgan CEO Jamie Dimon Visits Palantir — Wall Street Meets The War Room - JPMorgan Chase (NYSE:JPM), Pa",real news,YES,news-report,real news,,,,,https://www.benzinga.com/markets/large-cap/26/01/49980924/jpmorgan-ceo-jamie-dimon-palantir?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
13333,HAProxy Technologies Announces Availability of HAProxy Community Performance Packages Compiled with AWS-LC,real news,YES,news-event,real news,,,,,https://www.globenewswire.com/news-release/2025/12/17/3206994/0/en/HAProxy-Technologies-Announces-Availability-of-HAProxy-Community-Performance-Packages-Compiled-with-AWS-LC.html
20567,Infineon Joins NVIDIA's MGX™ AI Factory Ecosystem to Transform Power Delivery Architecture for Next-Gener,real news,YES,news-event,real news,,,,,https://www.benzinga.com/pressreleases/26/05/n52862753/infineon-joins-nvidias-mgx-ai-factory-ecosystem-to-transform-power-delivery-architecture-for-next-?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
8099,Skydance Media Announces Full Slate of Board Designees for Paramount,real news,YES,news-event,real news,,,,,https://www.benzinga.com/pressreleases/25/08/g46856077/skydance-media-announces-full-slate-of-board-designees-for-paramount
16760,EXCLUSIVE: La Rosa Pivots To AI Infrastructure In Deal With Nvidia Cloud Partner Consensus Core - La Rosa,real news,YES,merger/investment/funding,real news,,,,,https://www.benzinga.com/m-a/26/03/51125468/exclusive-la-rosa-pivots-to-ai-infrastructure-in-deal-with-nvidia-cloud-partner-consensus-core?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
16550,Coherent Launches WaveMaker® 4000A for Super C-Band DWDM System Testing,real news,YES,news-event,real news,,,,,https://www.globenewswire.com/news-release/2026/03/04/3249394/11543/en/Coherent-Launches-WaveMaker-4000A-for-Super-C-Band-DWDM-System-Testing.html
18382,Orbital sets date for first test mission to put AI data centers in low Earth orbit,real news,YES,news-event,real news,,,,,https://www.globenewswire.com/news-release/2026/04/14/3273430/0/en/Orbital-sets-date-for-first-test-mission-to-put-AI-data-centers-in-low-Earth-orbit.html
18753,AI Demand Drives 30% Vertiv Revenue Growth - Vertiv Holdings (NYSE:VRT),real news,YES,earnings-reporting,real news,,,,,https://www.benzinga.com/markets/large-cap/26/04/51967230/ai-demand-drives-30-vertiv-revenue-growth?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
5088,"Deal Dispatch: Metaverse Mergers, 23andMe Under Investigation, Burger King Franchise Goes Bankrupt - Alle",real news,YES,merger/investment/funding,real news,,,,,https://www.benzinga.com/news/asset-sales/25/04/44884363/deal-dispatch-metaverse-23andme-burgerking-franchisee
6369,"Constellation Energy and Meta Strike Nuclear Deal, Shares Whipsaw",real news,YES,news-event,real news,,,,,https://www.investing.com/analysis/constellation-energy-and-meta-strike-nuclear-deal-shares-whipsaw-200661725
18179,Digital Realty Targets Nearly S$7 Billion Investment to Strengthen Singapore as Asia Pacific AI Hub,real news,YES,news-event,real news,,,,,https://www.globenewswire.com/news-release/2026/04/09/3270664/0/en/Digital-Realty-Targets-Nearly-S-7-Billion-Investment-to-Strengthen-Singapore-as-Asia-Pacific-AI-Hub.html
5791,ClassOne Technology and IBM Research Jointly Developing Non-NMP Solvent Processing for Semiconductor Manufacturing,real news,YES,news-event,real news,,,,,https://www.globenewswire.com/news-release/2025/05/14/3081167/0/en/ClassOne-Technology-and-IBM-Research-Jointly-Developing-Non-NMP-Solvent-Processing-for-Semiconductor-Manufacturing.html
13037,EIB and STMicroelectronics announce €1 billion agreement to boost Europe’s competitiveness and strategic autonomy,real news,YES,news-event,real news,,,,,https://www.globenewswire.com/news-release/2025/12/11/3203633/0/en/EIB-and-STMicroelectronics-announce-1-billion-agreement-to-boost-Europe-s-competitiveness-and-strategic-autonomy.html
6214,Photronics PLAB Q2 2025 Earnings Call Transcript | The Motley Fool,real news,YES,earnings-reporting,real news,,,,,https://www.fool.com/earnings/call-transcripts/2025/05/28/photronics-plab-q2-2025-earnings-call-transcript/?source=iedfolrf0000001
5329,Is Palantir Stock a Buy Now? | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/04/27/is-palantir-stock-a-buy-now/?source=iedfolrf0000001
18829,"Cramer Names 'The Stocks That Got Away' — SanDisk Is Number 1 - CoreWeave (NASDAQ:CRWV), Micron Technolog",recap/review,NO,recap/review,recap/review,,,,,https://www.benzinga.com/markets/tech/26/04/52013521/cramer-names-the-stocks-that-got-away-sandisk-is-number-1?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
9700,The Most Upgraded Stocks in Q3: Good News for the S&P 500,recap/review,NO,recap/review,recap/review,,,,,https://www.investing.com/analysis/the-most-upgraded-stocks-in-q3-good-news-for-the-sp-500-200667152
6095,Why I'm Not Selling MercadoLibre After a 100% Gain | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/05/23/why-im-not-selling-mercadolibre-after-a-100-gain/?source=iedfolrf0000001
11610,Forget Hyperscalers: Why Dell's AI Server Business Just Keeps Growing | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/11/07/forget-hyperscalers-why-dells-ai-server-business-j/?source=iedfolrf0000001
16774,Nvidia Sold All of Its Applied Digital Stock. Should You Follow Suit? | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2026/03/09/nvidia-sold-all-of-its-applied-digital-stock-shoul/?source=iedfolrf0000001
10013,What Is One of the Top AI Chip Stocks to Buy Now? | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/10/01/what-is-one-of-the-top-ai-chip-stocks-to-buy-now/?source=iedfolrf0000001
17684,Every Magnificent Seven Stock Is Down This Year. This One Is a Screaming Buy | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2026/03/27/every-magnificent-seven-stock-is-down-this-year-th/?source=iedfolrf0000001
20435,Is Adobe Stock an Undervalued Stock to Buy? | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2026/05/26/is-adobe-stock-an-undervalued-stock-to-buy/?source=iedfolrf0000001
18363,3 Dividend-Paying AI Stocks for 2026 | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2026/04/13/3-dividend-paying-ai-stocks-for-2026/?source=iedfolrf0000001
11205,Why Nvidia Might Be the Safest Way to Play Crypto | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/10/28/why-nvidia-might-be-the-safest-way-to-play-crypto/?source=iedfolrf0000001
17591,Why Micron Stock Keeps Going Down | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2026/03/26/why-micron-stock-keeps-going-down/?source=iedfolrf0000001
17793,Warren Buffett Says He'd Buy 'A Whole Lot' Of Apple If It Gets Cheaper— And He's Not Losing Sleep Over Ca,recap/review,NO,recap/review,recap/review,,,,,https://www.benzinga.com/markets/tech/26/03/51568142/warren-buffett-says-hed-buy-a-whole-lot-of-apple-if-it-gets-cheaper-and-hes-not-losing-sleep-over-ca?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
12880,UiPath Shares Surge. Is It Too Late to Buy the Stock? | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/12/07/uipath-shares-surge-is-it-too-late-to-buy-the/?source=iedfolrf0000001
17382,"I Just Put More Than $10,000 Into These 3 Tech Stocks. Here's Why. | The Motley Fool",recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2026/03/21/i-just-put-more-than-10000-into-these-3-tech-stock/?source=iedfolrf0000001
9491,"Consumer Tech News (September 8 – September 12): Rally Rolls On As iPhone 17 Underwhelms, Microsoft Bets",recap/review,NO,recap/review,recap/review,,,,,https://www.benzinga.com/markets/equities/25/09/47658354/consumer-tech-news-september-8-september-12-rally-rolls-on-as-iphone-17-underwhelms-microsoft-be
8206,SoundHound AI (SOUN) Q2 Revenue Up 217% | The Motley Fool,real news,YES,earnings-reporting,recap/review,,,,,https://www.fool.com/data-news/2025/08/08/soundhound-ai-soun-q2-revenue-up-217/?source=iedfolrf0000001
8878,Should You Buy Figma Stock Before Sept. 3? Wall Street Has a Near-Unanimous Answer. | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/08/28/should-you-buy-figma-stock-before-sept-3-wall-stre/?source=iedfolrf0000001
12223,Why Shares in Alphabet Bucked The Trend Today | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/11/21/why-shares-in-alphabet-bucked-the-trend-today/?source=iedfolrf0000001
11980,Michael Burry's Warning to Wall Street Just Rang Out Loud and Clear. Should You Listen? | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/11/17/michael-burrys-warning-to-wall-street-rang-out/?source=iedfolrf0000001
3492,3 Top Warren Buffett Stocks to Buy Right Now | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/02/21/3-top-warren-buffett-stocks-to-buy-right-now/?source=iedfolrf0000001
16034,"Back Near $1,000, Is Costco Stock a Buy Now? | The Motley Fool",recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2026/02/19/back-near-1000-is-costco-stock-a-buy-now/?source=iedfolrf0000001
12959,"Have $1,000? These 3 Stocks Are Great for Any Portfolio | The Motley Fool",recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/12/09/have-1000-these-3-stocks-are-great-for-any/?source=iedfolrf0000001
7024,This AI Stock Is One of the Most Popular Among Billionaires Right Now (Hint: It's Not Nvidia) | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/07/02/this-ai-stock-is-one-of-the-most-popular-among-bil/?source=iedfolrf0000001
8816,Think It's Too Late to Buy This Leading Artificial Intelligence (AI) Stock? Here's the Biggest Reason Why There's Still Time | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/08/26/think-its-too-late-to-buy-this-leading-ai-stock/?source=iedfolrf0000001
11327,Figma Just Spent $200 Million on an AI Start-Up. Here's Why It Could Be What Investors Have Been Waiting For. | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/10/30/figma-just-spent-200-million-on-an-ai-start-up-her/?source=iedfolrf0000001
6449,Why MongoDB Rallied This Week | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/06/06/why-mongodb-rallied-this-week/?source=iedfolrf0000001
3373,Best Stock to Buy Right Now: Amazon vs. Home Depot | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/02/17/best-stock-to-buy-right-now-amazon-vs-home-depot/?source=iedfolrf0000001
8017,What Happened to Baidu (BIDU) Stock This Year? | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2025/08/02/what-happened-to-bidu-stock-this-year/?source=iedfolrf0000001
17412,Nvidia Trades at 21 Times Forward Earnings. Is the World's Biggest Artificial Intelligence (AI) Stock Actually a Value Play? | The Motley Fool,recap/review,NO,recap/review,recap/review,,,,,https://www.fool.com/investing/2026/03/22/is-nvidia-a-value-stock-now/?source=iedfolrf0000001
1994,Nokia Corporation: Repurchase of own shares on 07.01.2025,regulatory filing,NO,Other-filing-reporting,regulatory filing,,,,,https://www.globenewswire.com/news-release/2025/01/07/3005797/0/en/Nokia-Corporation-Repurchase-of-own-shares-on-07-01-2025.html
12221,Mixed Martial Arts Group Limited Publishes Annual Report and Form 20-F for Fiscal Year 2025,regulatory filing,NO,Other-filing-reporting,regulatory filing,,,,,https://www.globenewswire.com/news-release/2025/11/21/3193046/0/en/Mixed-Martial-Arts-Group-Limited-Publishes-Annual-Report-and-Form-20-F-for-Fiscal-Year-2025.html
10854,Purpose Investments Inc. Announces October 2025 Distributions,regulatory filing,YES,dividend-reporting,regulatory filing,,,,,https://www.globenewswire.com/news-release/2025/10/20/3169882/0/en/Purpose-Investments-Inc-Announces-October-2025-Distributions.html
10315,Carrier Board of Directors Declares Quarterly Cash Dividend - Carrier Global (NYSE:CARR),regulatory filing,YES,dividend-reporting,regulatory filing,,,,,https://www.benzinga.com/pressreleases/25/10/n48113016/carrier-board-of-directors-declares-quarterly-cash-dividend
221,Nokia Corporation: Repurchase of own shares on 05.11.2024,regulatory filing,NO,Other-filing-reporting,regulatory filing,,,,,https://www.globenewswire.com/news-release/2024/11/05/2975164/0/en/Nokia-Corporation-Repurchase-of-own-shares-on-05-11-2024.html
1077,Nokia Corporation: Repurchase of own shares on 05.12.2024,regulatory filing,NO,Other-filing-reporting,regulatory filing,,,,,https://www.globenewswire.com/news-release/2024/12/05/2992704/0/en/Nokia-Corporation-Repurchase-of-own-shares-on-05-12-2024.html
2520,Nokia Corporation - Managers' transactions (Fisk),regulatory filing,NO,Other-filing-reporting,regulatory filing,,,,,https://www.globenewswire.com/news-release/2025/01/22/3013669/0/en/Nokia-Corporation-Managers-transactions-Fisk.html
5802,HP Inc. Declares Dividend - HP (NYSE:HPQ),regulatory filing,YES,dividend-reporting,regulatory filing,,,,,https://www.benzinga.com/pressreleases/25/05/g45420463/hp-inc-declares-dividend
15036,Hubbell Incorporated Reports Regular Quarterly Dividend - Hubbell (NYSE:HUBB),regulatory filing,YES,dividend-reporting,regulatory filing,,,,,https://www.benzinga.com/pressreleases/26/01/g50273122/hubbell-incorporated-reports-regular-quarterly-dividend?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel
10190,STMicroelectronics announces status of common share repurchase program,regulatory filing,NO,Other-filing-reporting,regulatory filing,,,,,https://www.globenewswire.com/news-release/2025/10/06/3161636/0/en/STMicroelectronics-announces-status-of-common-share-repurchase-program.html
